更新时间,#genre#
20260706-08-20-26,url


RespoTime,whitelist,#genre#
581.04ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
200.20ms,CCTV1,https://t.freetv.fun/live/cctv1.m3u8
607.57ms,CCTV1,http://219.156.93.160:4022/rtp/225.1.4.73:1102
200.89ms,CCTV1,https://t.freetv.fun/live/cctv1-4.m3u8
603.11ms,CCTV1,http://106.59.3.231:55555/rtp/239.200.200.117:8712
611.60ms,CCTV1,http://123.118.54.216:8686/rtp/239.3.1.129:8008
603.82ms,CCTV1,http://39.77.158.228:4002/rtp/239.253.254.77:8000
603.38ms,CCTV1,http://114.226.212.143:8787/rtp/239.49.8.19:9614
602.08ms,CCTV1,http://106.59.3.171:55555/rtp/239.200.200.2:8080
625.84ms,CCTV1,http://106.59.3.231:55555/rtp/239.200.201.45:8800
607.44ms,CCTV1,http://106.59.3.231:55555/rtp/239.200.200.2:8080
605.88ms,CCTV1,http://114.226.212.145:8787/rtp/239.49.8.19:9614
607.29ms,CCTV1,http://39.77.158.96:4002/rtp/239.253.254.77:8000
192.48ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
608.72ms,CCTV1,http://183.164.236.216:8888/rtp/238.1.78.166:7200
200.52ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
196.52ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
171.11ms,CCTV1,https://t.freetv.fun/live/cctv1-11.m3u8
591.75ms,CCTV1,http://114.226.212.143:8787/rtp/239.49.8.129:6000
601.07ms,CCTV1,http://111.196.129.242:20000/rtp/239.3.1.129:8008
582.14ms,CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
617.21ms,CCTV1,http://39.77.158.70:4002/rtp/239.253.254.77:8000
601.67ms,CCTV1,http://106.59.3.171:55555/rtp/239.200.200.117:8712
611.29ms,CCTV1,http://39.77.158.70:4002/rtp/239.253.254.89:8000
