更新时间,#genre#
20260309-05-19-41,url


RespoTime,whitelist,#genre#
499.61ms,CCTV1,http://124.114.102.85:6789/rtp/239.112.205.59:5140
492.13ms,CCTV1,http://171.8.138.185:8800/rtp/239.16.20.1:10010
440.78ms,CCTV1,http://123.118.51.16:8686/rtp/239.3.1.129:8008
499.76ms,CCTV1,http://106.116.240.220:9999/rtp/239.254.200.45:8008
495.47ms,CCTV1,http://114.238.59.21:4000/rtp/239.49.8.129:6000
499.99ms,CCTV1,http://116.2.164.201:4010/rtp/232.0.0.27:1234
492.71ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.1:8008
440.04ms,CCTV1,http://60.4.29.183:8077/rtp/239.253.92.83:8012
492.05ms,CCTV1,http://39.77.94.75:4002/rtp/239.253.254.89:8000
435.42ms,CCTV1,http://39.77.94.75:4002/rtp/239.253.254.77:8000
429.70ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.126:8002
533.78ms,CCTV1,http://115.171.216.58:4000/rtp/225.1.8.33:8002
433.46ms,CCTV1,http://59.174.116.93:4022/rtp/239.254.96.96:8550
103.81ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing-1.m3u8
158.64ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
104.47ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
119.02ms,CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
415.45ms,CCTV1,http://219.156.87.51:4022/rtp/225.1.4.73:1102
417.76ms,CCTV1,http://121.29.215.252:2083/rtp/239.253.92.83:8012
480.40ms,CCTV1,http://106.83.119.218:8188/rtp/235.254.198.51:1480
485.53ms,CCTV1,http://1.192.240.99:8188/rtp/239.16.20.1:10010
424.78ms,CCTV1,http://221.220.135.222:8012/rtp/239.3.1.129:8008
305.61ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
308.66ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
