更新时间,#genre#
20260803-07-34-12,url


RespoTime,whitelist,#genre#
453.00ms,CCTV1,http://106.59.3.231:55555/rtp/239.200.200.2:8080
308.75ms,CCTV1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
170.88ms,CCTV1,https://t.freetv.fun/live/cctv1.m3u8
429.03ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
427.18ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
206.96ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
366.11ms,CCTV1,https://t.freetv.fun/live/cctv-1-2.m3u8
452.64ms,CCTV1,http://1.192.246.155:8188/rtp/239.16.20.1:10010
433.51ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
451.48ms,CCTV1,http://106.59.3.231:55555/rtp/239.200.200.117:8712
455.55ms,CCTV1,http://60.4.31.149:8077/rtp/239.253.92.83:8012
454.60ms,CCTV1,http://124.112.241.84:4022/rtp/238.1.78.166:7200
451.90ms,CCTV1,http://106.59.3.231:55555/rtp/239.200.200.14:8852
429.31ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
529.54ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
177.84ms,CCTV1,https://t.freetv.fun/live/cctv-1.m3u8
519.28ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
186.73ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
174.96ms,CCTV1,http://69.30.245.50/live/cctv1.m3u8
351.30ms,CCTV1,https://t.freetv.fun/live/cctv1-8.m3u8
373.17ms,CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
619.12ms,CCTV1,http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
452.59ms,CCTV1,http://123.118.62.248:8686/rtp/239.3.1.129:8008
451.57ms,CCTV1,http://106.59.3.231:55555/rtp/239.200.201.45:8800
340.23ms,CCTV1,http://198.204.240.250:82/live/cctv1.m3u8
449.17ms,CCTV1,http://113.57.140.161:10081/newlive/live/hls/1/live.m3u8
453.48ms,CCTV1,http://123.118.55.165:45237/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
459.82ms,CCTV1,http://111.8.224.6:9999/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
467.74ms,CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
475.21ms,CCTV1,http://139.227.21.22:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
408.48ms,CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
