更新时间,#genre#
20260824-04-59-43,url


RespoTime,whitelist,#genre#
234.70ms,CCTV1,https://t.freetv.fun/live/cctv1-4.m3u8
176.08ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
456.29ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
261.86ms,CCTV1,https://t.freetv.fun/live/cctv1-12.m3u8
452.93ms,CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
339.03ms,CCTV1,http://112.30.73.119:229/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
468.57ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.81:8176
451.98ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.194:4120
528.82ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
383.41ms,CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
444.87ms,CCTV1,http://221.220.135.225:8012/rtp/239.3.1.129:8008
474.42ms,CCTV1,http://113.9.214.47:9003/hls/1/index.m3u8
182.57ms,CCTV1,https://t.freetv.fun/live/cctv1.m3u8
134.17ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
517.60ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
446.59ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.53:8060
515.59ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
446.79ms,CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
436.33ms,CCTV1,http://121.29.215.140:2083/rtp/239.253.92.83:8012
209.17ms,CCTV1,https://t.freetv.fun/live/cctv1-11.m3u8
225.77ms,CCTV1,https://t.freetv.fun/live/cctv1-8.m3u8
281.98ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
449.59ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
539.62ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.126:8002
212.63ms,CCTV1,https://t.freetv.fun/live/cctv1-15.m3u8
465.63ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
446.04ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.210:8068
217.63ms,CCTV1,https://t.freetv.fun/live/cctv-1-3.m3u8
383.12ms,CCTV1,http://39.77.22.26:4002/rtp/239.253.254.77:8000
292.09ms,CCTV1,https://t.freetv.fun/live/cctv1-16.m3u8
356.12ms,CCTV1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
385.36ms,CCTV1,http://113.90.154.189:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
215.77ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
185.60ms,CCTV1,https://t.freetv.fun/live/cctv1-2.m3u8
501.12ms,CCTV1,http://1.28.123.148:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
434.15ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.33:8002
431.98ms,CCTV1,http://39.77.22.26:4002/rtp/239.253.254.89:8000
517.80ms,CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
363.71ms,CCTV1,http://112.27.5.218:9901/tsfile/live/faacts/0001_1.m3u8?key=txiptv&playlive=1&authid=0
426.49ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
454.07ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.1:8008
424.33ms,CCTV1,http://113.57.140.161:10081/newlive/live/hls/1/live.m3u8
401.54ms,CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
447.27ms,CCTV1,http://182.140.125.47:808/hls/1/index.m3u8
978.09ms,CCTV1,http://111.59.24.227:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
500.91ms,CCTV1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8
486.17ms,CCTV1,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8
673.40ms,CCTV1,http://120.40.39.246:352/newlive/live/hls/1/live.m3u8
421.69ms,CCTV1,http://115.171.216.40:4000/rtp/225.1.8.126:8002
443.34ms,CCTV1,http://115.171.216.40:4000/rtp/225.1.8.194:4120
472.15ms,CCTV1,http://115.171.216.40:4000/rtp/225.1.8.1:8008
452.97ms,CCTV1,http://115.171.216.40:4000/rtp/225.1.8.81:8176
243.04ms,CCTV1,http://173.208.212.130:8181/720p/cctv1.m3u8
400.17ms,CCTV1,http://115.171.216.40:4000/rtp/225.1.8.53:8060
47.94ms,CCTV1,https://t.freetv.fun/live/cctv-1-6.m3u8
437.75ms,CCTV1,http://115.171.216.40:4000/rtp/225.1.8.33:8002
296.07ms,CCTV1,http://112.30.73.119:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
61.94ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
64.88ms,CCTV1,https://t.freetv.fun/live/cctv1-24.m3u8
436.73ms,CCTV1,http://115.171.216.40:4000/rtp/225.1.8.210:8068
742.63ms,CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
52.96ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
217.71ms,CCTV1,http://69.30.245.50/live/cctv1.m3u8
242.61ms,CCTV1,http://198.204.240.250:82/live/cctv1.m3u8
84.84ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing-1.m3u8
84.85ms,CCTV1,https://t.freetv.fun/live/cctv1-1-1.php
75.17ms,CCTV1,https://t.freetv.fun/live/cctv1-28.m3u8
96.54ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.smil
394.51ms,CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
544.59ms,CCTV1,http://118.122.144.115:8888/newlive/live/hls/1/live.m3u8
1308.45ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
1310.32ms,CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
244.98ms,CCTV1,http://192.151.150.154/live/cctv1hd.m3u8
444.07ms,CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
247.44ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
151.27ms,CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
279.50ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
275.56ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=14
280.11ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=17
284.83ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=11
245.00ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=9
407.46ms,CCTV1,http://123.118.58.227:8686/rtp/239.3.1.129:8008
263.25ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=7
1552.60ms,CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8
273.13ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=13
233.29ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
243.22ms,CCTV1,http://107.150.60.122/live/cctv1hd.m3u8
291.83ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=16
260.44ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=18
281.67ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=8
235.50ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=12
233.01ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=19
299.78ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=15
295.73ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=10
246.90ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=20
308.65ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=21
402.21ms,CCTV1,http://182.37.41.46:8154/tsfile/live/0001_1.m3u8?key=txiptv
239.92ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV-1%E9%AB%98%E6%B8%85&line=1
447.58ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
246.50ms,CCTV1,https://iptv.catvod.com/catvod?id=CCTV1%E7%BB%BC%E5%90%88&line=1
431.63ms,CCTV1,http://182.150.23.74:808/hls/1/index.m3u8
365.16ms,CCTV1,http://39.165.39.49:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
377.14ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
503.58ms,CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
375.67ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
445.66ms,CCTV1,http://222.223.41.27:8888/hls/1/index.m3u8
398.25ms,CCTV1,http://58.56.162.102:4466/newlive/live/hls/1/live.m3u8
415.80ms,CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
406.95ms,CCTV1,http://207.56.13.146:81/cdnlive/cctv1.m3u8
310.86ms,CCTV1,http://223.78.65.165:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
554.70ms,CCTV1,http://cdn6.163189.xyz/163189/cctv1
594.74ms,CCTV1,http://tnvcn.com:8012/rtp/239.3.1.129:8008
516.35ms,CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8
598.74ms,CCTV1,https://t.freetv.fun/live/cctv1-9.php
892.64ms,CCTV1,https://tv.cctv.com/live/cctv1/
2316.25ms,CCTV1,http://123.118.53.84:45237/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
913.84ms,CCTV1,http://123.118.55.165:45237/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
406.38ms,CCTV2,http://121.29.215.140:2083/rtp/239.253.92.190:6065
1040.58ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
3381.79ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
948.80ms,CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
1398.86ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
45.79ms,CCTV2,https://t.freetv.fun/live/cctv2.m3u8
431.76ms,CCTV2,http://115.171.216.32:4000/rtp/225.1.8.2:8084
47.69ms,CCTV2,https://t.freetv.fun/live/cctv2-2.m3u8
73.12ms,CCTV2,https://t.freetv.fun/live/cctv2-8.m3u8
71.20ms,CCTV2,https://t.freetv.fun/live/cctv2-9.m3u8
109.44ms,CCTV2,https://t.freetv.fun/live/cctv2-4.m3u8
59.98ms,CCTV2,https://t.freetv.fun/live/cctv2-19.m3u8
64.89ms,CCTV2,https://t.freetv.fun/live/cctv2-10.m3u8
62.91ms,CCTV2,https://t.freetv.fun/live/cctv2-17.m3u8
69.47ms,CCTV2,https://t.freetv.fun/live/cctv2-6.m3u8
60.05ms,CCTV2,https://t.freetv.fun/live/cctv2-15.m3u8
61.65ms,CCTV2,https://t.freetv.fun/live/cctv2-16.m3u8
52.05ms,CCTV2,https://t.freetv.fun/live/cctv2-21.m3u8
379.64ms,CCTV2,http://39.77.22.26:4002/rtp/239.253.254.232:8000
66.36ms,CCTV2,https://t.freetv.fun/live/cctv2-22.m3u8
399.27ms,CCTV2,http://221.220.135.225:8012/rtp/239.3.1.60:8084
298.13ms,CCTV2,http://112.27.5.218:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
370.17ms,CCTV2,http://113.90.154.189:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
373.14ms,CCTV2,http://113.57.140.161:10081/newlive/live/hls/2/live.m3u8
427.62ms,CCTV2,http://113.9.214.47:9003/hls/2/index.m3u8
394.41ms,CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
507.21ms,CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
481.94ms,CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8
1250.80ms,CCTV2,http://www.cdnstv.com:6398/hls/2/index.m3u8
454.57ms,CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
5467.86ms,CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
242.55ms,CCTV2,http://107.150.60.122/live/cctv2hd.m3u8
408.13ms,CCTV2,http://221.7.175.154:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
243.72ms,CCTV2,http://173.208.212.130:8181/720p/cctv2.m3u8
718.56ms,CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8
242.37ms,CCTV2,http://198.204.228.26/live/cctv2hd.m3u8
243.16ms,CCTV2,http://173.208.212.130:8181/1080p/cctv2.m3u8
288.64ms,CCTV2,http://112.30.73.119:229/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
1954.83ms,CCTV2,http://183.11.239.36:808/hls/20/index.m3u8
1420.05ms,CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
363.50ms,CCTV2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv2hd
402.53ms,CCTV2,http://1.28.123.148:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
247.77ms,CCTV2,http://204.12.221.218:8181/3m1080p/cctv2.m3u8
181.96ms,CCTV2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
242.09ms,CCTV2,http://192.151.150.154/live/cctv2hd.m3u8
50.80ms,CCTV2,https://t.freetv.fun/live/cctv2-1.m3u8
