更新时间,#genre#
20260420-06-35-14,url


RespoTime,whitelist,#genre#
512.66ms,CCTV1,http://39.77.162.237:4002/rtp/239.253.254.89:8000
547.95ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.210:8068
544.15ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.53:8060
587.44ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.1:8008
584.92ms,CCTV1,http://106.59.2.104:55555/rtp/239.200.200.2:8080
514.09ms,CCTV1,http://60.4.30.55:8077/rtp/239.253.92.83:8012
584.77ms,CCTV1,http://121.29.215.108:2083/rtp/239.253.92.83:8012
528.89ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.33:8002
588.60ms,CCTV1,http://124.114.101.36:6789/rtp/239.112.205.59:5140
580.55ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.33:8002
589.62ms,CCTV1,http://124.112.240.108:4022/rtp/238.1.78.166:7200
574.10ms,CCTV1,http://123.118.56.249:8686/rtp/239.3.1.129:8008
514.75ms,CCTV1,http://39.77.162.237:4002/rtp/239.253.254.77:8000
584.23ms,CCTV1,http://114.226.212.147:8787/rtp/239.49.8.129:6000
566.73ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.1:8008
592.26ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.194:4120
591.95ms,CCTV1,http://106.59.2.104:55555/rtp/239.200.201.45:8800
598.63ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.81:8176
592.19ms,CCTV1,http://106.59.2.104:55555/rtp/239.200.200.14:8852
532.55ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.53:8060
617.33ms,CCTV1,http://115.171.216.23:4000/rtp/225.1.8.126:8002
532.67ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.126:8002
590.00ms,CCTV1,http://114.226.212.147:8787/rtp/239.49.8.19:9614
634.44ms,CCTV1,http://114.254.87.121:8888/rtp/239.3.1.129:8008
635.83ms,CCTV1,http://106.59.2.104:55555/rtp/239.200.200.117:8712
112.29ms,CCTV1,https://t.freetv.fun/live/cctv1-4.m3u8
120.07ms,CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
552.96ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.194:4120
607.96ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.81:8176
601.26ms,CCTV1,http://115.171.216.46:4000/rtp/225.1.8.210:8068
149.66ms,CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
278.86ms,CCTV1,https://t.freetv.fun/live/cctv-1.m3u8
265.09ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
265.60ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
268.39ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
156.10ms,CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
520.13ms,CCTV1,http://221.220.134.47:8012/rtp/239.3.1.129:8008
405.98ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
542.55ms,CCTV1,http://49.77.31.250:8554/rtp/239.49.8.19:9614
