更新时间,#genre#
20260907-09-25-51,url


RespoTime,whitelist,#genre#
173.73ms,CCTV1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
179.89ms,CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
515.43ms,CCTV1,http://39.77.22.26:4002/rtp/239.253.254.77:8000
525.37ms,CCTV1,http://39.77.26.75:4002/rtp/239.253.254.89:8000
527.29ms,CCTV1,http://219.156.94.32:4022/rtp/225.1.4.73:1102
598.28ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.33:8002
513.95ms,CCTV1,http://39.77.26.75:4002/rtp/239.253.254.77:8000
598.40ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.81:8176
532.41ms,CCTV1,http://60.4.28.19:8077/rtp/239.253.92.83:8012
603.56ms,CCTV1,http://114.254.38.234:8888/rtp/239.3.1.129:8008
525.29ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.126:8002
544.24ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.194:4120
513.24ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.210:8068
523.14ms,CCTV1,http://106.59.2.152:55555/rtp/239.200.200.2:8080
529.96ms,CCTV1,http://106.59.2.152:55555/rtp/239.200.200.14:8852
517.71ms,CCTV1,http://114.226.212.189:8787/rtp/239.49.8.129:6000
527.84ms,CCTV1,http://111.59.24.227:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
522.22ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.1:8008
600.60ms,CCTV1,http://106.59.2.152:55555/rtp/239.200.200.117:8712
520.21ms,CCTV1,http://39.77.22.26:4002/rtp/239.253.254.89:8000
598.87ms,CCTV1,http://115.171.216.32:4000/rtp/225.1.8.53:8060
526.07ms,CCTV1,http://1.192.242.239:8188/rtp/239.16.20.1:10010
286.42ms,CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
90.70ms,CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
132.87ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
501.98ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
491.61ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
519.25ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
518.48ms,CCTV1,http://182.140.125.47:808/hls/1/index.m3u8
543.33ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
513.83ms,CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
610.27ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
610.41ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
624.94ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
379.48ms,CCTV1,http://112.30.73.119:229/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
555.98ms,CCTV1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8
1278.87ms,CCTV1,http://106.59.2.152:55555/rtp/239.200.201.45:8800
512.84ms,CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
490.17ms,CCTV1,http://120.198.95.220:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1
1532.88ms,CCTV1,http://114.226.212.189:8787/rtp/239.49.8.19:9614
1195.84ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
1385.41ms,CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
1392.36ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
1230.43ms,CCTV1,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8
1356.36ms,CCTV1,http://120.40.39.246:352/newlive/live/hls/1/live.m3u8
481.95ms,CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
1032.79ms,CCTV1,http://47.120.5.28:1234/608807420
2830.48ms,CCTV1,http://www.ikerobot.com:1234/608807420
2823.56ms,CCTV1,http://222.213.105.65:7788/608807420
2598.78ms,CCTV1,http://113.98.11.46:3000/608807420
2891.44ms,CCTV1,http://222.134.19.49:8090/608807420
3003.98ms,CCTV1,http://119.233.255.62:1234/608807420
3021.55ms,CCTV1,http://120.48.113.49:6006/608807420
2913.30ms,CCTV1,http://14.118.89.10:7788/608807420
1914.69ms,CCTV1,http://223.83.177.142:1234/608807420
3047.40ms,CCTV1,https://live.chinacert.cftest5.cn/cnmg/live/608807420
2751.69ms,CCTV1,http://45.78.61.93:1234/608807420
